audio_path,transcription
audio_files\Train_Seg0493.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0494.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0495.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0496.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0497.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0498.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0499.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0500.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0501.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0502.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0503.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0504.wav,"Pasir Ris is at the East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0505.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0506.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0507.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0508.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0509.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0510.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0511.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0512.wav,A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place. Many pubs in Serangoon. Let's go to Serangoon!
audio_files\Train_Seg0513.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0514.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0515.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0516.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0517.wav,"Tanglin is in the town area. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0518.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there's a lot of good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0519.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0520.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0521.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0522.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0523.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0524.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0525.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0526.wav,My aunt stays in Bedok. There is good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0527.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0528.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0529.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0530.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0531.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0532.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0533.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0534.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0535.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0536.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0537.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0538.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0539.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0540.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0541.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0542.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0543.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0544.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0545.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0546.wav,"Pasir Ris is at the East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0547.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0548.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0549.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0550.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0551.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0552.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0553.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0554.wav,A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place. Many pubs in Serangoon. Let's go to Serangoon!
audio_files\Train_Seg0555.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0556.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0557.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0558.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0559.wav,"Tanglin is in the town area. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0560.wav,"Tengah is a new region in Singapore. Many houses are being built in Tengah. For residents in Tengah, there's a lot of good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0561.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0562.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0563.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0564.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0565.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0566.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0567.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0568.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0569.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0570.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0571.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0572.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0573.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0574.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0575.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0576.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0577.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0578.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0579.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0580.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0581.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0582.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0583.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0584.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0585.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0586.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0587.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0588.wav,"Pasir Ris is at East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0589.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0590.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0591.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0592.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0593.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0594.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0595.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0596.wav,A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place. Many pubs in Serangoon. Let's go to Serangoon!
audio_files\Train_Seg0597.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0598.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0599.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0600.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0601.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0602.wav,"Tengah is a new region in Singapore. Many houses are built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0603.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0604.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0605.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0606.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0607.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
audio_files\Train_Seg0608.wav,"I have a lot of friends staying in Ang Mo Kio. From my house, Ang Mo Kio is a little far. A smart friend of mine has a PhD and stays in Ang Mo Kio. Maybe I should move to Ang Mo Kio. Let's go to Ang Mo Kio!"
audio_files\Train_Seg0609.wav,Geylang is a food district in Singapore. There is a lot of good food in Geylang. Many people go to Geylang for good food. But got other things in Geylang also. Let's go to Geylang!
audio_files\Train_Seg0610.wav,My aunt stays in Bedok. There are good food in Bedok too. But then Bedok is very far. 45 minutes to go to Bedok. Don't want to go to Bedok.
audio_files\Train_Seg0611.wav,There is also a gym in Bishan. The houses in Bishan very expensive. Bishan people very rich. I wish I stay in Bishan. Let's go to Bishan!
audio_files\Train_Seg0612.wav,Boon Lay is at the corner of Singapore. Nothing there in Boon Lay. But some friends stay in Boon Lay. But I never want to go to Boon Lay because Boon Lay is very far!
audio_files\Train_Seg0613.wav,I used to stay in Bukit Batok. I like Bukit Batok. My primary school is in Bukit Batok. But now I hardly go to Bukit Batok. Let's go to Bukit Batok!
audio_files\Train_Seg0614.wav,Bukit Merah is at the south of Singapore. Many foodcourts in Bukit Merah. A little far to go to Bukit Merah. But my good friend stays in Bukit Merah. Let's go to Bukit Merah!
audio_files\Train_Seg0615.wav,Sentosa is an island in Singapore. Sentosa is also known as Singapore's Fantasy Island. A lot of tourists go to Sentosa. But everything in Sentosa is expensive. But got clubs in Sentosa!
audio_files\Train_Seg0616.wav,Bukit Panjang is my hometown. I live in Bukit Panjang. Bukit Panjang is in the West of Singapore. A lot of friends stay in Bukit Panjang. Let's go home to Bukit Panjang!
audio_files\Train_Seg0617.wav,Bukit Timah is where all the rich people live. All the houses in Bukit Timah are very expensive. Bukit Timah got a big hill. Highest point in Singapore is in Bukit Timah. Want to go to Bukit Timah?
audio_files\Train_Seg0618.wav,Changi is where the airport is. My house very far from Changi. But I like Changi because it means I will go holiday. Best place in Singapore is Changi. Let's go Changi!
audio_files\Train_Seg0619.wav,"Choa Chu Kang is where I used to work at. Last time, everyday I go Choa Chu Kang. There is Choa Chu Kang train and bus interchange. A lot of good food in Choa Chu Kang also. Want to go to Choa Chu Kang?"
audio_files\Train_Seg0620.wav,Clementi got a lot of massage shops. My friend has a shop in Clementi. His bakery is in Clementi. My office is also in Clementi. Want to go Clementi?
audio_files\Train_Seg0621.wav,Hougang is also a faraway place. Only have some food in Hougang. There is a Hougang Shopping Centre. But Hougang is very dead. You want to go Hougang?
audio_files\Train_Seg0622.wav,Jurong got East and West. Almost need passport to go Jurong. But Jurong is very big. My office is in Jurong. Let's go to Jurong!
audio_files\Train_Seg0623.wav,Kallang is a place i go to frequently. A lot of sports played in Kallang. The national stadium is also in Kallang. But Kallang has a lot of Thai pubs. I go to Kallang for that!
audio_files\Train_Seg0624.wav,Lim Chu Kang is a scary place. Many cemeteries in Lim Chu Kang. But Lim Chu Kang has a lot of farms also. There's a big fish farm in Lim Chu Kang. Have you been to Lim Chu Kang?
audio_files\Train_Seg0625.wav,Kranji is where my buses park. There is a bus depot in Kranji. There is also Kranji reservoir. People fish in Kranji. Can we go to Kranji?
audio_files\Train_Seg0626.wav,"Neo Tiew has a lot of farms. I used to have a farm in Neo Tiew. But without a vehicle, it's hard to go to Neo Tiew. Because Neo Tiew is very deep in. Let's not go to Neo Tiew!"
audio_files\Train_Seg0627.wav,Mandai has the zoo. A lot of animals in Mandai. There is also Mandai reservoir. People who like wildlife goes to Mandai. Do you want to go to Mandai?
audio_files\Train_Seg0628.wav,Novena has some offices. But there are bars in Novena too. My friend has a bar in Novena. Also Novena has some shopping centres. Do you want to go to Novena?
audio_files\Train_Seg0629.wav,Outram is where a big hospital is. There is also a train station in Outram. But nothing interesting in Outram though. Just medical people go to Outram. Have you been to Outram?
audio_files\Train_Seg0630.wav,"Pasir Ris is at East corner of Singapore. Pasir Ris is super far, but last time I go to Pasir Ris often. Because basic military training is in Pasir Ris. Don't go to Pasir Ris!"
audio_files\Train_Seg0631.wav,"Paya Lebar is a busy place. Many offices in Paya Lebar. But because of that, Paya Lebar has a lot of pubs too. Sometimes I go to Paya Lebar. Let's go to Paya Lebar!"
audio_files\Train_Seg0632.wav,Pioneer is in the West of Singapore. Many industrial buildings in Pioneer. But Pioneer also has houses. I have friends staying in Pioneer. Have you been to Pioneer?
audio_files\Train_Seg0633.wav,Punggol has a lot of houses. Many friends stay in Punggol. The people in Punggol are young. Because Punggol is new. Do you stay in Punggol?
audio_files\Train_Seg0634.wav,Rochor is in Central Singapore. A lot of good food in Rochor. There are also buses in Rochor going to Malaysia. I go to Rochor often. Have you been to Rochor?
audio_files\Train_Seg0635.wav,Seletar has a temple. I go to Seletar a few times. Seletar also has an airport. And many pubs in Seletar are quite cool. Let's go to Seletar!
audio_files\Train_Seg0636.wav,Sembawang is in the North of Singapore. My friend stays in Sembawang. My friend in Sembawang is a good programmer. But there is nothing in Sembawang. Don't go to Sembawang!
audio_files\Train_Seg0637.wav,Sengkang is also quite new. Many new houses in Sengkang. A lot of Sengkang residents are young. No food in Sengkang though. Have you been to Sengkang?
audio_files\Train_Seg0638.wav,A lot of friends stay in Serangoon. My friend opened a pub in Serangoon too. Serangoon is quite a cool place. Many pubs in Serangoon. Let's go to Serangoon!
audio_files\Train_Seg0639.wav,Simpang is literally a junction. But there is Simpang Bedok. A district is also called Simpang. A lot of food in Simpang. Have you been to Simpang?
audio_files\Train_Seg0640.wav,Sungei Kadut has some rivers. The rivers in Sungei Kadut links to the sea. So many farms are in Sungei Kadut too. Sometimes I go to Sungei Kadut to fish. Let's go to Sungei Kadut!
audio_files\Train_Seg0641.wav,"Telok Blangah is a housing estate. There is good food in Telok Blangah. Telok Blangah has a big hawker centre. Location-wise, Telok Blangah is in the South of Singapore. Do you want to go to Telok Blangah?"
audio_files\Train_Seg0642.wav,Tampines is in the East of Singapore. There are only houses in Tampines. Nothing else in Tampines. But Tampines has some good food. Have you been to Tampines before?
audio_files\Train_Seg0643.wav,"Tanglin is in the town area. Very expensive houses are in Tanglin. There are also shopping centres in Tanglin. In Tanglin, there are also pubs. Have you been to Tanglin?"
audio_files\Train_Seg0644.wav,"Tengah is a new region in Singapore. Many houses are built in Tengah. For residents in Tengah, there are many good food. There will also be business centres in Tengah. Let's go to Tengah!"
audio_files\Train_Seg0645.wav,Toa Payoh is where my friend stays. Toa Payoh is an old estate. But the rental in Toa Payoh is expensive. Because Toa Payoh is near town. Let's go to Toa Payoh!
audio_files\Train_Seg0646.wav,Joo Koon is near Tuas. A lot of workers stay in Joo Koon. The people in Joo Koon works in manufacturing. There is also a train station in Joo Koon. Have you been to Joo Koon?
audio_files\Train_Seg0647.wav,Tuas is the west most place in Singapore. Many factories are in Tuas. So there are a lot of foreigners in Tuas. The workers in Tuas also stay there. Nothing to do in Tuas though.
audio_files\Train_Seg0648.wav,Woodlands has a lot of factories. And Woodlands is near Malaysia. So Woodlands always has traffic congestions. Do not go to Woodlands. Have you been to Woodlands?
audio_files\Train_Seg0649.wav,"Yishun is a dangerous place. Crazy people live in Yishun. In Yishun, there are many dangerous incidents. Yishun always comes out in the news. Don't go to Yishun!"
